Genome,Start,Stop,Id,Sample
"gi|971764724|ref|NC_029002.1|",67907,68033,98.33,Sample_49639
"gi|971764724|ref|NC_029002.1|",2530,2656,94.44,Sample_49639
"gi|971764724|ref|NC_029002.1|",77693,77819,97.61,Sample_49639
"gi|971764724|ref|NC_029002.1|",42754,42880,87.3,Sample_49639
"gi|971764724|ref|NC_029002.1|",2085,2211,93.65,Sample_49639
"gi|971764724|ref|NC_029002.1|",66581,66707,97.61,Sample_49639
"gi|971764724|ref|NC_029002.1|",41145,41271,99.2,Sample_49639
"gi|971764724|ref|NC_029002.1|",102635,102761,90.47,Sample_49639
"gi|971764724|ref|NC_029002.1|",1764,1890,95.23,Sample_49639
"gi|971764724|ref|NC_029002.1|",139490,139616,100,Sample_49639
"gi|971764724|ref|NC_029002.1|",111007,111133,94.44,Sample_49639
"gi|971764724|ref|NC_029002.1|",87746,87872,89.68,Sample_49639
"gi|971764724|ref|NC_029002.1|",138569,138695,91.2,Sample_49639
"gi|971764724|ref|NC_029002.1|",52557,52683,95.23,Sample_49639
"gi|971764724|ref|NC_029002.1|",142019,142145,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",121283,121409,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",120076,120202,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",159490,159616,88.88,Sample_49640
"gi|971764724|ref|NC_029002.1|",150437,150563,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",124754,124880,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",92239,92365,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",13548,13674,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",131125,131251,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",136649,136775,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",136515,136641,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",74715,74841,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",61590,61716,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",164219,164345,97.5,Sample_49640
"gi|971764724|ref|NC_029002.1|",88379,88505,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",26347,26473,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",131981,132107,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",126474,126600,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",116209,116335,91.26,Sample_49640
"gi|971764724|ref|NC_029002.1|",108281,108407,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",134477,134603,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",101570,101696,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",81646,81772,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",52435,52561,92.91,Sample_49640
"gi|971764724|ref|NC_029002.1|",7497,7623,86.92,Sample_49640
"gi|971764724|ref|NC_029002.1|",72723,72849,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",87003,87129,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",103443,103569,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",70722,70848,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",6346,6472,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",13241,13367,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",98799,98925,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",114690,114816,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",13346,13472,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",124227,124353,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",102603,102729,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",100752,100878,95.04,Sample_49640
"gi|971764724|ref|NC_029002.1|",44599,44725,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",138625,138751,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",137085,137211,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",3577,3703,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",126555,126681,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",97867,97993,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",96153,96279,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",110921,111047,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",84185,84311,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",79055,79181,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",133084,133210,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",141836,141962,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",25466,25592,90.47,Sample_49640
"gi|971764724|ref|NC_029002.1|",165935,166061,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",44839,44965,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",111221,111347,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",72218,72344,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",61789,61915,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",67939,68065,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",28724,28850,88.46,Sample_49640
"gi|971764724|ref|NC_029002.1|",131234,131360,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",108803,108929,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",125068,125194,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",51074,51200,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",86963,87089,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",156356,156482,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",150845,150971,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",52988,53114,97.36,Sample_49640
"gi|971764724|ref|NC_029002.1|",103,229,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",126961,127087,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",122672,122798,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",77390,77516,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",73789,73915,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",72324,72450,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",52201,52327,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",145872,145998,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",143050,143176,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",164986,165112,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",129854,129980,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",21463,21589,89.68,Sample_49640
"gi|971764724|ref|NC_029002.1|",137782,137908,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",100351,100477,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",90973,91099,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",44340,44466,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",14595,14721,99.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",5789,5915,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",167423,167549,95.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",133189,133315,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",98645,98771,88.88,Sample_49640
"gi|971764724|ref|NC_029002.1|",164382,164508,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",64426,64552,89.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",121179,121305,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",119479,119605,88.09,Sample_49640
"gi|971764724|ref|NC_029002.1|",100775,100901,95.86,Sample_49640
"gi|971764724|ref|NC_029002.1|",2713,2839,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",165949,166075,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",3279,3405,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",66933,67059,99.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",154249,154375,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",130724,130850,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",114269,114395,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",132164,132290,100,Sample_49640
"gi|971764724|ref|NC_029002.1|",129391,129517,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",8367,8493,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",120373,120499,99.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",110000,110126,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",91442,91568,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",143802,143928,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",95261,95387,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",137764,137890,90.47,Sample_49640
"gi|971764724|ref|NC_029002.1|",110061,110187,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",17137,17263,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",157260,157386,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",135603,135729,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",12914,13040,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",125433,125559,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",155995,156121,100,Sample_49640
"gi|971764724|ref|NC_029002.1|",97953,98079,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",44952,45078,93.33,Sample_49640
"gi|971764724|ref|NC_029002.1|",106285,106411,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",87033,87159,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",110116,110242,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",87925,88051,88.09,Sample_49640
"gi|971764724|ref|NC_029002.1|",49741,49867,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",42888,43014,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",39872,39998,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",77025,77151,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",5185,5311,94.4,Sample_49640
"gi|971764724|ref|NC_029002.1|",1479,1605,91.53,Sample_49640
"gi|971764724|ref|NC_029002.1|",74428,74554,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",147704,147830,88.09,Sample_49640
"gi|971764724|ref|NC_029002.1|",166360,166486,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",74245,74371,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",72834,72960,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",49423,49549,88.88,Sample_49640
"gi|971764724|ref|NC_029002.1|",138675,138801,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",13245,13371,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",17056,17182,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",70061,70187,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",875,1001,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",136440,136566,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",109458,109584,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",149613,149739,89.68,Sample_49640
"gi|971764724|ref|NC_029002.1|",157266,157392,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",55887,56013,88.09,Sample_49640
"gi|971764724|ref|NC_029002.1|",114341,114467,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",92802,92928,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",33851,33977,87.5,Sample_49640
"gi|971764724|ref|NC_029002.1|",76340,76466,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",123317,123443,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",41404,41530,92.8,Sample_49640
"gi|971764724|ref|NC_029002.1|",104360,104486,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",10743,10869,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",79703,79829,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",100397,100523,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",40575,40701,96.15,Sample_49640
"gi|971764724|ref|NC_029002.1|",161129,161255,89.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",154771,154897,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",64930,65056,99.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",52416,52542,91.33,Sample_49640
"gi|971764724|ref|NC_029002.1|",3891,4017,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",133289,133415,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",66672,66798,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",19477,19603,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",111280,111406,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",96054,96180,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",88166,88292,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",102655,102781,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",163748,163874,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",109387,109513,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",5813,5939,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",135965,136091,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",134313,134439,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",86738,86864,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",125302,125428,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",161838,161964,91.26,Sample_49640
"gi|971764724|ref|NC_029002.1|",507,633,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",70105,70231,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",150721,150847,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",79195,79321,99.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",99681,99807,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",126631,126757,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",132457,132583,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",39749,39875,92.5,Sample_49640
"gi|971764724|ref|NC_029002.1|",2993,3119,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",41901,42027,91.26,Sample_49640
"gi|971764724|ref|NC_029002.1|",42514,42640,95.12,Sample_49640
"gi|971764724|ref|NC_029002.1|",101984,102110,92.8,Sample_49640
"gi|971764724|ref|NC_029002.1|",74269,74395,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",112100,112226,99.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",83296,83422,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",75423,75549,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",143306,143432,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",132841,132967,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",160901,161027,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",19842,19968,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",132719,132845,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",94777,94903,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",104506,104632,99.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",44210,44336,91.8,Sample_49640
"gi|971764724|ref|NC_029002.1|",25466,25592,89.68,Sample_49640
"gi|971764724|ref|NC_029002.1|",126681,126807,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",121522,121648,100,Sample_49640
"gi|971764724|ref|NC_029002.1|",104690,104816,90.47,Sample_49640
"gi|971764724|ref|NC_029002.1|",143531,143657,99.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",31225,31351,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",133911,134037,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",163509,163635,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",92534,92660,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",122513,122639,90.47,Sample_49640
"gi|971764724|ref|NC_029002.1|",18040,18166,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",18704,18830,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",25528,25654,88.88,Sample_49640
"gi|971764724|ref|NC_029002.1|",96474,96600,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",40181,40307,90.47,Sample_49640
"gi|971764724|ref|NC_029002.1|",84752,84878,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",162883,163009,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",96822,96948,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",18401,18527,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",50087,50213,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",127354,127480,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",102806,102932,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",157892,158018,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",156164,156290,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",92363,92489,100,Sample_49640
"gi|971764724|ref|NC_029002.1|",50202,50328,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",40133,40259,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",134040,134166,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",122722,122848,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",114538,114664,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",82432,82558,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",164617,164743,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",135278,135404,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",130776,130902,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",94286,94412,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",6363,6489,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",142868,142994,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",64756,64882,96.87,Sample_49640
"gi|971764724|ref|NC_029002.1|",51523,51649,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",88182,88308,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",51193,51319,88.88,Sample_49640
"gi|971764724|ref|NC_029002.1|",98141,98267,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",134443,134569,99.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",112281,112407,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",54061,54187,88.09,Sample_49640
"gi|971764724|ref|NC_029002.1|",97396,97522,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",67144,67270,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",65327,65453,91.86,Sample_49640
"gi|971764724|ref|NC_029002.1|",163037,163163,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",67266,67392,100,Sample_49640
"gi|971764724|ref|NC_029002.1|",138172,138298,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",50917,51043,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",167350,167476,96.8,Sample_49640
"gi|971764724|ref|NC_029002.1|",115067,115193,91.26,Sample_49640
"gi|971764724|ref|NC_029002.1|",123210,123336,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",97840,97966,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",56061,56187,90.47,Sample_49640
"gi|971764724|ref|NC_029002.1|",44612,44738,91.66,Sample_49640
"gi|971764724|ref|NC_029002.1|",101091,101217,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",106765,106891,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",130432,130558,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",74594,74720,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",25999,26125,90.47,Sample_49640
"gi|971764724|ref|NC_029002.1|",129090,129216,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",82424,82550,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",136436,136562,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",155255,155381,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",155355,155481,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",52639,52765,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",122122,122248,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",100490,100616,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",5614,5740,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",95898,96024,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",78045,78171,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",9195,9321,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",124897,125023,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",26036,26162,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",149348,149474,87.78,Sample_49640
"gi|971764724|ref|NC_029002.1|",83671,83797,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",133266,133392,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",160436,160562,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",133276,133402,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",111631,111757,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",65593,65719,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",103148,103274,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",51544,51670,90.47,Sample_49640
"gi|971764724|ref|NC_029002.1|",163053,163179,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",159428,159554,90.47,Sample_49640
"gi|971764724|ref|NC_029002.1|",130546,130672,99.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",165427,165553,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",28822,28948,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",89857,89983,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",4463,4589,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",88063,88189,88.09,Sample_49640
"gi|971764724|ref|NC_029002.1|",73376,73502,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",149887,150013,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",136747,136873,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",69969,70095,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",120397,120523,97.61,Sample_49640
"gi|971764724|ref|NC_029002.1|",95440,95566,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",78053,78179,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",149083,149209,93.33,Sample_49640
"gi|971764724|ref|NC_029002.1|",96321,96447,98.41,Sample_49640
"gi|971764724|ref|NC_029002.1|",162486,162612,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",65144,65270,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",51132,51258,88.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",73024,73150,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",42068,42194,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",61713,61839,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",81179,81305,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",151505,151631,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",97572,97698,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",72549,72675,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",122142,122268,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",118757,118883,91.26,Sample_49640
"gi|971764724|ref|NC_029002.1|",70618,70744,92.85,Sample_49640
"gi|971764724|ref|NC_029002.1|",107891,108017,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",24982,25108,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",67755,67881,96.82,Sample_49640
"gi|971764724|ref|NC_029002.1|",13946,14072,99.2,Sample_49640
"gi|971764724|ref|NC_029002.1|",77286,77412,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",15854,15980,93.65,Sample_49640
"gi|971764724|ref|NC_029002.1|",104222,104348,92.06,Sample_49640
"gi|971764724|ref|NC_029002.1|",52452,52578,95.16,Sample_49640
"gi|971764724|ref|NC_029002.1|",86369,86495,96.03,Sample_49640
"gi|971764724|ref|NC_029002.1|",157838,157964,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",96259,96385,94.44,Sample_49640
"gi|971764724|ref|NC_029002.1|",91133,91259,95.23,Sample_49640
"gi|971764724|ref|NC_029002.1|",168343,168469,92.06,Sample_49640
